"TICKET_ID","OPEN_DATE_KEY","CLOSE_DATE_KEY","CATEGORY_KEY","AGENT_KEY","DEPARTMENT_KEY","PRIORITY_KEY","STATUS_KEY","IMPACT_KEY","RESOLUTION_HOURS","SLA_HOURS","USER_FEEDBACK_RATING","SLA_BREACHED"
"TCKT000354",20251102,20251103,7,6,2,2,1,1,19.25,2,3.5,1
"TCKT000355",20251111,20251111,11,7,3,1,1,2,1.42,8,1.5,0
"TCKT000356",20250706,20250706,14,1,3,2,3,1,20.96,48,1.6,0
"TCKT000357",20250715,20250715,2,2,4,4,1,1,7.58,1,1.7,1
"TCKT000358",20250618,20250619,12,3,3,4,1,3,20.76,2,2.5,1
"TCKT000359",20250915,20250915,10,2,2,1,3,3,5.53,2,1.9,1
"TCKT000360",20250915,20250916,18,1,4,2,3,1,22.29,72,2.9,0
"TCKT000361",20250415,20250415,15,6,7,3,3,3,4.92,8,2.8,0
"TCKT000362",20250103,20250103,20,4,6,3,3,3,3.36,12,1.3,0
"TCKT000363",20250323,20250323,9,7,4,2,3,2,0.95,24,2.6,0
"TCKT000364",20250730,0,2,2,3,3,5,1,,1,,0
"TCKT000365",20250928,0,11,7,6,4,2,1,,8,,0
"TCKT000366",20250125,20250125,12,3,2,1,1,1,2.02,2,3.3,1
"TCKT000367",20250117,20250117,9,7,4,1,1,2,0.73,24,3.1,0
"TCKT000368",20251113,20251113,17,4,8,1,3,1,3.94,8,2.8,0
"TCKT000369",20250711,20250711,10,2,5,2,3,1,8.6,2,1.7,1
"TCKT000370",20250510,20250510,8,2,4,1,1,1,11.16,72,1.3,0
"TCKT000371",20250809,20250809,7,6,6,3,3,3,1.28,2,3.4,0
"TCKT000372",20250316,20250317,15,6,1,3,1,3,38.3,8,2.3,1
"TCKT000373",20250717,20250718,3,3,4,2,1,2,15.81,1,4.6,1
"TCKT000374",20250427,20250501,1,1,7,2,1,1,85.29,1,3.4,1
"TCKT000375",20250218,0,20,4,3,2,4,3,,12,,0
"TCKT000376",20250708,20250711,7,6,6,3,1,2,74.76,2,4.8,1
"TCKT000377",20250621,20250621,14,1,2,2,1,3,1.42,48,1.3,0
"TCKT000378",20250704,20250705,14,1,6,3,3,1,22.35,48,4.3,0
"TCKT000379",20250607,20250608,13,5,5,3,1,3,9.26,48,1.1,0
"TCKT000380",20250310,0,2,2,2,2,6,3,,1,,0
"TCKT000381",20250726,20250726,7,6,5,4,1,2,0.55,2,2.2,0
"TCKT000382",20250927,20250927,13,5,3,2,1,1,2.95,48,4.1,0
"TCKT000383",20251102,20251103,14,1,5,4,3,2,12.79,48,3,0
"TCKT000384",20250417,20250421,16,7,2,1,1,3,104.66,12,4.1,1
"TCKT000385",20250912,20250913,2,2,4,1,1,2,12.57,1,3.6,1
"TCKT000386",20250313,20250313,13,5,2,1,3,2,7.97,48,4.2,0
"TCKT000387",20251115,20251121,7,6,5,4,1,1,139.87,2,2.4,1
"TCKT000388",20250927,20250929,19,6,4,1,1,1,30.31,4,2.5,1
"TCKT000389",20251113,20251114,7,6,8,4,3,3,5.32,2,4,1
"TCKT000390",20250927,0,16,7,4,3,6,2,,12,,0
"TCKT000391",20250316,0,11,7,7,1,4,3,,8,,0
"TCKT000392",20250519,20250519,16,7,4,2,3,3,1.31,12,3.6,0
"TCKT000393",20251015,20251018,18,1,4,4,3,2,85.15,72,4.7,1
"TCKT000394",20251106,20251109,10,2,5,3,1,1,81.42,2,1,1
"TCKT000395",20251129,20251130,14,1,8,2,1,2,11.16,48,4.6,0
"TCKT000396",20251107,20251108,8,2,5,3,3,2,16.13,72,3.7,0
"TCKT000397",20250401,20250403,19,6,2,4,1,1,43.66,4,3,1
"TCKT000398",20250321,0,15,6,7,1,4,1,,8,,0
"TCKT000399",20250814,20250815,1,1,4,1,1,2,20.65,1,4.8,1
"TCKT000400",20250419,20250419,7,6,1,4,1,3,6.12,2,2.7,1
"TCKT000401",20250101,20250101,6,5,1,1,1,3,4.83,24,1.8,0
"TCKT000402",20251008,20251008,14,1,7,3,1,2,5.49,48,4.1,0
"TCKT000403",20250301,20250302,19,6,7,4,1,3,21.41,4,4.8,1
"TCKT000404",20250225,20250225,16,7,8,3,1,1,7.52,12,1.3,0
"TCKT000405",20250525,20250526,5,4,6,2,3,2,26.31,4,2.1,1
"TCKT000406",20250615,20250615,18,1,4,3,1,1,1.72,72,2.5,0
"TCKT000407",20250414,20250414,7,6,1,1,3,2,3.05,2,1.4,1
"TCKT000408",20250629,20250630,14,1,6,3,3,1,30.9,48,3.4,0
"TCKT000409",20251012,0,2,2,4,1,5,3,,1,,0
"TCKT000410",20250626,20250626,16,7,7,2,3,2,3.13,12,3,0
"TCKT000411",20250730,20250801,8,2,1,3,3,2,33.66,72,4.7,0
"TCKT000412",20251104,20251105,13,5,1,1,1,2,5.07,48,4.9,0
"TCKT000413",20250323,20250323,4,3,3,1,3,3,2.98,4,4.3,0
"TCKT000414",20250808,20250809,16,7,1,2,3,2,12.34,12,3.8,1
"TCKT000415",20250929,20251001,3,3,6,3,1,1,53.05,1,2.5,1
"TCKT000416",20251010,20251010,11,7,3,4,3,3,3.22,8,3.8,0
"TCKT000417",20250828,20250828,20,4,3,3,1,1,2.7,12,4.6,0
"TCKT000418",20250326,20250329,17,4,4,1,3,1,61.29,8,4.8,1
"TCKT000419",20250303,20250303,9,7,6,4,3,2,5.07,24,5,0
"TCKT000420",20250630,20250630,2,2,1,3,3,2,5.42,1,4.6,1
"TCKT000421",20250218,0,3,3,3,4,4,3,,1,,0
"TCKT000422",20250910,20250910,15,6,7,4,3,3,11.64,8,5,1
"TCKT000423",20250323,20250324,15,6,3,2,1,3,22.12,8,4,1
"TCKT000424",20250607,20250607,10,2,8,3,3,3,3.47,2,1.2,1
"TCKT000425",20250312,20250312,1,1,7,1,1,1,1.91,1,2.5,1
"TCKT000426",20250629,20250630,7,6,6,3,1,2,1.8,2,2.2,0
"TCKT000427",20250419,20250419,12,3,2,1,1,1,5.17,2,1.4,1
"TCKT000428",20250620,20250623,11,7,8,3,3,3,76.24,8,2.2,1
"TCKT000429",20250815,20250815,19,6,1,3,3,3,1.37,4,2.9,0
"TCKT000430",20250117,20250117,2,2,6,2,3,3,1.01,1,1.3,1
"TCKT000431",20251102,20251102,20,4,6,4,3,2,2.64,12,2.1,0
"TCKT000432",20251020,0,11,7,8,2,4,1,,8,,0
"TCKT000433",20250801,20250802,10,2,3,1,1,1,23.22,2,3.1,1
"TCKT000434",20250712,20250713,7,6,6,2,3,3,1.82,2,2.4,0
"TCKT000435",20250321,20250324,1,1,7,3,1,3,57.84,1,1.2,1
"TCKT000436",20250617,20250622,5,4,8,3,1,1,114.27,4,4.7,1
"TCKT000437",20250516,20250516,5,4,7,3,1,1,1.2,4,1.3,0
"TCKT000438",20251120,20251120,4,3,7,4,3,1,3.41,4,2.6,0
"TCKT000439",20250816,20250817,19,6,7,3,1,1,28.52,4,1.1,1
"TCKT000440",20251113,20251113,8,2,7,1,3,3,3.74,72,2.7,0
"TCKT000441",20251113,20251113,6,5,8,4,1,1,13.75,24,2,0
"TCKT000442",20250418,20250418,11,7,5,4,3,3,4.08,8,1.1,0
"TCKT000443",20250421,20250425,1,1,6,2,1,3,101.93,1,3.6,1
"TCKT000444",20250304,20250305,12,3,3,2,1,3,21.52,2,1.3,1
"TCKT000445",20250222,20250222,19,6,5,3,3,1,8.99,4,2.8,1
"TCKT000446",20250508,20250508,6,5,6,4,1,1,10.64,24,2.7,0
"TCKT000447",20250319,20250319,6,5,3,2,1,3,7.51,24,2.3,0
"TCKT000448",20250702,20250703,6,5,1,4,3,1,18.38,24,3.1,0
"TCKT000449",20250620,20250620,5,4,2,4,1,3,1.42,4,2.2,0
"TCKT000450",20250218,20250218,16,7,7,3,1,2,4.25,12,3.2,0
"TCKT000451",20250227,20250228,8,2,6,3,3,1,10.76,72,1.5,0
"TCKT000452",20250520,20250520,16,7,8,1,3,3,1.24,12,3.5,0
"TCKT000453",20250913,20250914,4,3,7,4,3,1,37.49,4,4.1,1
"TCKT000454",20250620,20250625,15,6,3,1,1,1,133.89,8,1,1
"TCKT000455",20250619,20250620,17,4,7,4,3,1,34.56,8,1.8,1
"TCKT000456",20250514,20250514,18,1,6,2,1,1,5.35,72,2.1,0
"TCKT000457",20250317,0,1,1,5,2,5,1,,1,,0
"TCKT000458",20250214,20250219,3,3,4,3,3,1,117.33,1,2.6,1
"TCKT000459",20250509,20250509,4,3,7,3,1,2,2.54,4,4.6,0
"TCKT000460",20251004,20251004,7,6,2,1,3,1,16.59,2,2,1
"TCKT000461",20250225,20250225,18,1,6,1,3,3,1.76,72,3.3,0
"TCKT000462",20250620,20250620,7,6,5,4,3,3,1.65,2,1.3,0
"TCKT000463",20250614,20250616,15,6,4,4,3,3,40.49,8,3.7,1
"TCKT000464",20250426,20250501,19,6,3,1,1,1,110.07,4,4.4,1
"TCKT000465",20250125,20250125,5,4,4,3,1,1,1.95,4,3.5,0
"TCKT000466",20250425,20250425,7,6,1,3,3,3,4.3,2,2.8,1
"TCKT000467",20250318,20250319,19,6,6,4,1,3,39.02,4,1.2,1
"TCKT000468",20251111,20251112,11,7,1,1,1,3,5.13,8,1.5,0
"TCKT000469",20250521,20250522,13,5,2,2,3,2,28.09,48,2.9,0
"TCKT000470",20250502,20250506,6,5,7,2,3,1,93.43,24,1.6,1
"TCKT000471",20250417,20250417,3,3,4,4,3,2,0.93,1,2.5,0
"TCKT000472",20251117,20251120,3,3,2,3,1,2,65.17,1,1.9,1
"TCKT000473",20250218,20250218,4,3,1,2,1,2,15.72,4,4.8,1
"TCKT000474",20250307,20250307,4,3,3,1,3,2,4.89,4,4.2,1
"TCKT000475",20251013,20251013,5,4,5,4,1,1,1.87,4,2.1,0
"TCKT000476",20251120,20251120,10,2,4,3,3,3,1.71,2,3.6,0
"TCKT000477",20251021,20251021,10,2,1,4,3,1,2.3,2,3.7,1
"TCKT000478",20251022,0,16,7,1,2,2,1,,12,,0
"TCKT000479",20250910,0,10,2,8,2,4,1,,2,,0
"TCKT000480",20251029,20251030,2,2,4,2,1,3,18.02,1,2.6,1
"TCKT000481",20250531,20250606,5,4,1,1,3,1,130.39,4,1,1
"TCKT000482",20250324,20250324,5,4,2,2,3,3,6.09,4,2.6,1
"TCKT000483",20250210,20250213,20,4,1,3,1,2,83.46,12,2.6,1
"TCKT000484",20250711,20250712,8,2,4,2,3,1,7.22,72,3.9,0
"TCKT000485",20250414,20250415,8,2,8,2,3,2,9.8,72,2.5,0
"TCKT000486",20250805,20250805,10,2,6,1,1,3,2.58,2,1,1
"TCKT000487",20250624,20250625,8,2,1,4,1,1,6.54,72,1.8,0
"TCKT000488",20250217,0,13,5,5,3,6,3,,48,,0
"TCKT000489",20250531,20250604,6,5,8,1,3,3,106.78,24,2.2,1
"TCKT000490",20250301,20250301,14,1,7,2,3,1,1.05,48,2.8,0
"TCKT000491",20250210,20250211,5,4,1,3,3,1,10.67,4,1.1,1
"TCKT000492",20250531,20250531,18,1,6,2,1,2,4.26,72,1.1,0
"TCKT000493",20251108,20251108,7,6,3,4,1,3,0.72,2,1.8,0
"TCKT000494",20250802,20250803,14,1,2,3,3,2,40.34,48,2.6,0
"TCKT000495",20250211,0,6,5,5,2,6,1,,24,,0
"TCKT000496",20250125,20250130,1,1,2,4,1,3,135.58,1,2.1,1
"TCKT000497",20250520,20250520,17,4,3,2,3,2,11.42,8,4.8,1
"TCKT000498",20250404,20250404,11,7,6,3,3,2,2.12,8,2,0
"TCKT000499",20250723,20250729,19,6,7,1,1,2,136.79,4,3.7,1
"TCKT000500",20251129,20251130,19,6,8,4,1,1,5.78,4,4.3,1
"TCKT000501",20250825,20250826,16,7,1,4,1,3,3.6,12,4.2,0
"TCKT000502",20250404,20250404,3,3,7,2,3,3,2.64,1,2.2,1
"TCKT000503",20250623,20250624,16,7,6,1,1,1,37.83,12,4.5,1
"TCKT000504",20250911,20250911,19,6,7,3,3,3,5.97,4,3.1,1
"TCKT000505",20250114,20250114,7,6,1,2,1,2,14.4,2,3.4,1
"TCKT000506",20250227,20250227,3,3,5,1,3,3,1.66,1,3.7,1
"TCKT000507",20250427,20250427,12,3,3,3,3,2,0.78,2,2.3,0
"TCKT000508",20250323,20250323,15,6,3,1,1,3,5.08,8,1.1,0
"TCKT000509",20251013,0,18,1,6,4,4,1,,72,,0
"TCKT000510",20250524,20250526,19,6,7,4,1,2,37.8,4,2.9,1
"TCKT000511",20251108,20251108,16,7,3,2,3,3,6.95,12,3.6,0
"TCKT000512",20251109,0,14,1,1,1,2,3,,48,,0
"TCKT000513",20250814,20250818,11,7,4,3,1,1,98.66,8,4.4,1
"TCKT000514",20250628,20250628,2,2,4,4,1,3,10.23,1,3.6,1
"TCKT000515",20250822,0,12,3,6,3,6,3,,2,,0
"TCKT000516",20250921,20250922,17,4,1,3,3,2,26.69,8,2.7,1
"TCKT000517",20250311,0,4,3,3,3,5,2,,4,,0
"TCKT000518",20250922,20250923,6,5,5,3,3,2,16.49,24,4.3,0
"TCKT000519",20250905,20250906,9,7,1,4,3,3,21.07,24,3.3,0
"TCKT000520",20251127,20251201,3,3,1,2,1,2,99.05,1,2.3,1
"TCKT000521",20250220,0,7,6,6,1,5,1,,2,,0
"TCKT000522",20250821,20250822,11,7,6,1,3,3,4.77,8,2.6,0
"TCKT000523",20251029,20251031,3,3,7,3,3,3,62.34,1,3.2,1
"TCKT000524",20250821,20250821,1,1,6,2,1,3,2.91,1,2,1
"TCKT000525",20251025,20251025,10,2,2,4,1,3,2.11,2,2.3,1
"TCKT000526",20250130,20250131,20,4,5,2,1,1,7.5,12,2.9,0
"TCKT000527",20250505,20250506,20,4,8,3,1,2,9.55,12,1.4,0
"TCKT000528",20250726,20250726,4,3,6,3,1,1,1.5,4,3.1,0
"TCKT000529",20250103,20250107,1,1,2,2,1,3,94.58,1,1.5,1
"TCKT000530",20250321,20250321,11,7,1,1,1,1,0.75,8,3.8,0
"TCKT000531",20250906,20250908,11,7,1,2,1,1,37.79,8,2.8,1
"TCKT000532",20250423,20250424,9,7,2,3,3,3,15.49,24,3.9,0
"TCKT000533",20250315,20250315,2,2,1,3,3,2,5.49,1,1.7,1
"TCKT000534",20250507,20250507,3,3,4,3,3,2,0.55,1,1.7,0
"TCKT000535",20250702,20250702,3,3,2,3,3,3,8.78,1,3.5,1
"TCKT000536",20250209,20250210,17,4,8,4,1,1,39.07,8,2.6,1
"TCKT000537",20250502,20250502,3,3,8,1,1,1,1.87,1,3.9,1
"TCKT000538",20250317,20250318,3,3,1,1,3,2,18.13,1,4.1,1
"TCKT000539",20250227,20250227,13,5,4,4,1,3,1.39,48,4.1,0
"TCKT000540",20250601,20250602,18,1,3,1,3,2,30.7,72,2.4,0
"TCKT000541",20251008,20251013,14,1,7,3,1,1,130.59,48,4.5,1
"TCKT000542",20250523,20250524,19,6,1,1,3,3,11.65,4,3,1
"TCKT000543",20250810,20250810,16,7,1,3,1,1,13.96,12,4.7,1
"TCKT000544",20250610,20250611,12,3,7,1,3,1,25.8,2,1.4,1
"TCKT000545",20250824,20250824,6,5,1,3,1,2,2.18,24,3,0
"TCKT000546",20250825,20250831,7,6,3,3,3,2,141.66,2,1.7,1
"TCKT000547",20250103,20250104,9,7,5,1,3,3,15.61,24,2.2,0
"TCKT000548",20250404,20250405,12,3,1,2,3,3,20.45,2,3.7,1
"TCKT000549",20250404,20250404,8,2,8,1,3,3,18.6,72,1.2,0
"TCKT000550",20250321,20250321,10,2,5,2,1,2,7.45,2,3.5,1
"TCKT000551",20250108,20250108,16,7,4,2,3,3,1.05,12,1.6,0
"TCKT000552",20251123,0,9,7,1,2,2,2,,24,,0
"TCKT000553",20250703,20250703,4,3,1,1,3,2,3.75,4,4.6,0
"TCKT000554",20251130,20251201,1,1,6,1,3,1,7.81,1,1.2,1
"TCKT000555",20250411,20250415,4,3,6,1,3,3,87.18,4,3.4,1
"TCKT000556",20250109,20250109,5,4,8,4,1,2,0.98,4,3.2,0
"TCKT000557",20250120,0,5,4,4,3,2,1,,4,,0
"TCKT000558",20250609,20250610,1,1,8,1,3,1,2.8,1,4.8,1
"TCKT000559",20251017,20251017,1,1,1,1,3,3,3.6,1,2.4,1
"TCKT000560",20250222,20250223,7,6,2,1,1,2,1.32,2,2.5,0
"TCKT000561",20250803,20250804,20,4,6,4,1,3,22.13,12,3.2,1
"TCKT000562",20250204,20250204,18,1,4,2,3,1,0.88,72,3.8,0
"TCKT000563",20250621,20250623,17,4,6,1,1,1,39.88,8,2.4,1
"TCKT000564",20251114,20251117,4,3,7,1,3,2,80.4,4,3.5,1
"TCKT000565",20251012,20251012,5,4,1,2,1,1,1.45,4,3.7,0
"TCKT000566",20251010,20251010,7,6,1,1,1,2,6.26,2,2.1,1
"TCKT000567",20250628,0,16,7,8,1,5,2,,12,,0
"TCKT000568",20250409,20250409,18,1,2,2,1,2,1.55,72,1.3,0
"TCKT000569",20250707,20250707,7,6,1,4,3,3,1.22,2,2.7,0
"TCKT000570",20250215,20250215,11,7,6,3,1,1,1.09,8,1.9,0
"TCKT000571",20250602,20250602,9,7,7,4,1,2,2.31,24,1.4,0
"TCKT000572",20250201,20250202,19,6,8,4,1,1,13.84,4,3.1,1
"TCKT000573",20250129,20250131,11,7,4,1,1,3,39.26,8,2.2,1
"TCKT000574",20250415,20250420,4,3,5,3,1,1,116.55,4,2.6,1
"TCKT000575",20250415,20250418,5,4,1,1,1,3,64.65,4,2.3,1
"TCKT000576",20250204,20250204,11,7,7,1,3,3,2.34,8,3.1,0
"TCKT000577",20250906,20250912,7,6,1,3,1,2,134.71,2,3.1,1
"TCKT000578",20250215,20250215,10,2,6,2,1,1,1.82,2,2.3,0
"TCKT000579",20250220,20250223,7,6,3,1,1,1,64.2,2,1.3,1
"TCKT000580",20250413,20250416,1,1,7,4,3,2,64.13,1,3.9,1
"TCKT000581",20251023,20251023,3,3,7,2,3,3,1.3,1,2.3,1
"TCKT000582",20250409,20250409,7,6,2,3,1,2,2.28,2,2.4,1
"TCKT000583",20250521,20250522,13,5,8,2,3,3,23.78,48,4.7,0
"TCKT000584",20250211,0,11,7,8,4,5,2,,8,,0
"TCKT000585",20250821,20250823,14,1,3,3,1,2,37.73,48,1.6,0
"TCKT000586",20250211,20250212,20,4,8,3,1,1,12.4,12,3.6,1
"TCKT000587",20250508,20250509,19,6,1,1,3,3,11.1,4,3.4,1
"TCKT000588",20250104,20250105,5,4,3,1,3,2,5.04,4,1,1
"TCKT000589",20250525,0,8,2,6,1,2,2,,72,,0
"TCKT000590",20250818,0,8,2,8,1,4,2,,72,,0
"TCKT000591",20250307,0,12,3,7,3,2,1,,2,,0
"TCKT000592",20250928,0,16,7,3,1,5,3,,12,,0
"TCKT000593",20250411,20250411,4,3,8,4,3,2,1.5,4,3.1,0
"TCKT000594",20250404,20250406,12,3,4,2,3,1,27.64,2,4.2,1
"TCKT000595",20250508,20250509,9,7,6,3,3,1,29.02,24,2.5,1
"TCKT000596",20250814,20250815,7,6,1,1,3,1,27.14,2,2.6,1
"TCKT000597",20250420,20250425,13,5,5,3,1,1,104.14,48,3.8,1
"TCKT000598",20250928,20250928,10,2,1,2,3,2,1.01,2,4.3,0
"TCKT000599",20250209,20250211,6,5,3,2,3,1,44.69,24,1.7,1
"TCKT000600",20250206,20250206,8,2,1,2,3,1,3.47,72,3.5,0
"TCKT000601",20250610,20250610,13,5,3,3,3,2,8.91,48,1.5,0
"TCKT000602",20250309,20250310,8,2,3,1,1,2,4.54,72,1.6,0
"TCKT000603",20250213,20250213,2,2,7,3,3,3,8.86,1,3.4,1
"TCKT000604",20251031,20251102,14,1,5,1,1,3,52.85,48,1.6,1
"TCKT000605",20250302,20250303,18,1,3,4,1,3,2.16,72,2.8,0
"TCKT000606",20250723,20250729,11,7,5,4,3,1,130.4,8,4.1,1
"TCKT000607",20250116,20250117,12,3,6,1,1,1,15.58,2,2.9,1
"TCKT000608",20250215,20250215,5,4,2,2,1,1,7.23,4,3.5,1
"TCKT000609",20250302,20250303,15,6,4,4,3,1,24.58,8,4,1
"TCKT000610",20250417,20250417,19,6,7,4,3,3,1.99,4,4,0
"TCKT000611",20251128,20251128,3,3,7,2,1,1,2.08,1,2.4,1
"TCKT000612",20250819,20250819,6,5,1,2,1,2,11.71,24,4.6,0
"TCKT000613",20250616,20250616,12,3,2,1,1,3,2.13,2,2,1
"TCKT000614",20250802,0,2,2,2,3,6,2,,1,,0
"TCKT000615",20250505,20250509,19,6,5,1,3,2,92.59,4,3.7,1
"TCKT000616",20250715,20250715,5,4,3,1,3,2,0.73,4,1.9,0
"TCKT000617",20250817,20250818,14,1,7,3,1,3,10.54,48,4.9,0
"TCKT000618",20250324,20250325,3,3,4,1,1,3,26.98,1,4.5,1
"TCKT000619",20250914,20250914,17,4,4,2,3,2,11.16,8,2.2,1
"TCKT000620",20250530,20250530,8,2,5,4,1,1,1.76,72,2.3,0
"TCKT000621",20250807,20250808,17,4,3,1,1,2,13.36,8,4.3,1
"TCKT000622",20250120,20250121,7,6,7,3,1,2,34.18,2,1.7,1
"TCKT000623",20250327,20250327,14,1,7,4,3,2,0.67,48,2.6,0
"TCKT000624",20250322,20250327,17,4,7,4,1,1,131.82,8,3.2,1
"TCKT000625",20250327,20250327,11,7,7,3,1,3,13.42,8,3.3,1
"TCKT000626",20250217,20250219,9,7,7,2,1,1,45.74,24,3.7,1
"TCKT000627",20250410,20250411,18,1,6,1,3,1,41.84,72,1.3,0
"TCKT000628",20250503,20250504,8,2,2,2,1,3,6.56,72,4.4,0
"TCKT000629",20250110,20250110,16,7,1,2,3,3,3.91,12,3,0
"TCKT000630",20250228,20250301,19,6,7,4,1,2,10.69,4,3,1
"TCKT000631",20251030,20251030,17,4,7,3,3,3,3.27,8,1.8,0
"TCKT000632",20250812,20250813,6,5,1,3,3,1,1.78,24,2.8,0
"TCKT000633",20250331,20250331,17,4,1,1,1,2,14.81,8,4.5,1
"TCKT000634",20250910,20250910,12,3,2,4,1,1,12.12,2,1.7,1
"TCKT000635",20250730,20250730,1,1,4,3,3,2,0.85,1,2.1,0
"TCKT000636",20250621,20250625,4,3,7,3,1,2,98.91,4,1.9,1
"TCKT000637",20250423,20250425,3,3,4,3,3,1,49.04,1,4.1,1
"TCKT000638",20250311,20250314,14,1,7,1,3,2,79.39,48,2.3,1
"TCKT000639",20250131,20250131,1,1,5,2,3,1,1.49,1,2,1
"TCKT000640",20250512,20250512,10,2,6,1,1,3,3.44,2,4.6,1
"TCKT000641",20250610,20250611,16,7,7,4,3,2,26.74,12,4.7,1
"TCKT000642",20250117,20250118,19,6,7,4,3,2,20.36,4,2.3,1
"TCKT000643",20250503,20250504,7,6,5,4,1,2,12.78,2,4.5,1
"TCKT000644",20250713,20250713,11,7,6,2,3,3,2.79,8,4.4,0
"TCKT000645",20251024,20251024,17,4,4,2,3,1,2.37,8,2.4,0
"TCKT000646",20250130,20250130,7,6,3,4,1,2,2.08,2,3.8,1
"TCKT000647",20250604,20250605,6,5,7,1,1,3,1.71,24,4.3,0
"TCKT000648",20250507,20250507,18,1,7,2,1,2,1.71,72,4,0
"TCKT000649",20250205,20250205,9,7,3,1,1,3,2.73,24,1.7,0
"TCKT000650",20250920,0,16,7,4,1,5,1,,12,,0
"TCKT000651",20250709,20250709,12,3,3,3,1,3,1.86,2,5,0
"TCKT000652",20250824,20250824,18,1,3,3,3,1,1.32,72,3.7,0
"TCKT000653",20250327,20250331,11,7,8,2,1,3,95.57,8,2.4,1
"TCKT000654",20251106,20251106,7,6,6,2,1,3,1.98,2,3.3,0
"TCKT000655",20250113,20250113,15,6,6,3,3,1,0.68,8,4.2,0
"TCKT000656",20250502,20250502,2,2,1,4,1,2,7.48,1,3.4,1
"TCKT000657",20250517,20250517,11,7,7,3,3,1,4.87,8,1.3,0
"TCKT000658",20250719,20250720,1,1,3,4,3,2,23.05,1,4.7,1
"TCKT000659",20250205,20250206,5,4,2,1,1,3,15.57,4,2.8,1
"TCKT000660",20251005,20251009,18,1,7,1,3,2,76.41,72,2.2,1
"TCKT000661",20251126,20251128,15,6,6,3,1,2,48.36,8,3.2,1
"TCKT000662",20250201,0,8,2,2,4,2,1,,72,,0
"TCKT000663",20250403,20250406,12,3,6,1,3,1,71.2,2,3.8,1
"TCKT000664",20250903,20250904,17,4,4,4,1,2,23.52,8,3.2,1
"TCKT000665",20250917,20250922,2,2,7,2,3,3,135.5,1,3.6,1
"TCKT000666",20250804,20250804,4,3,8,2,1,2,2.71,4,3,0
"TCKT000667",20250524,20250527,6,5,4,1,1,3,87.46,24,1.4,1
"TCKT000668",20250129,20250129,7,6,5,3,3,3,15.77,2,5,1
"TCKT000669",20250221,20250222,20,4,4,3,3,1,33.54,12,2.7,1
"TCKT000670",20250717,20250717,15,6,5,2,3,1,1.23,8,1.2,0
"TCKT000671",20251119,20251119,13,5,1,4,1,1,1.67,48,1.5,0
"TCKT000672",20250920,20250920,2,2,5,1,3,1,3.81,1,3.7,1
"TCKT000673",20251029,20251029,6,5,3,2,3,1,7.16,24,1,0
"TCKT000674",20251116,20251118,18,1,8,2,1,3,42.99,72,3.6,0
"TCKT000675",20251110,20251113,16,7,5,3,3,2,69.31,12,3.2,1
"TCKT000676",20250929,0,1,1,1,2,4,2,,1,,0
"TCKT000677",20250112,20250113,3,3,3,3,3,3,15.32,1,4.3,1
"TCKT000678",20250118,20250118,1,1,3,4,3,3,2.75,1,2,1
"TCKT000679",20250215,20250215,11,7,2,3,1,1,9.24,8,1.3,1
"TCKT000680",20250430,20250430,19,6,2,2,1,1,0.86,4,1,0
"TCKT000681",20251005,20251006,2,2,3,2,1,1,3.09,1,1.5,1
"TCKT000682",20250821,0,11,7,2,4,6,1,,8,,0
"TCKT000683",20250220,20250220,11,7,3,2,3,2,12.99,8,4.8,1
"TCKT000684",20250226,20250301,7,6,4,1,3,1,87.29,2,1.2,1
"TCKT000685",20250820,20250820,18,1,2,4,3,2,1.13,72,5,0
"TCKT000686",20250731,20250802,4,3,5,4,1,3,46.6,4,4,1
"TCKT000687",20250522,20250522,20,4,5,3,1,2,7.73,12,2.3,0
"TCKT000688",20250423,0,13,5,8,2,6,3,,48,,0
"TCKT000689",20250525,20250525,13,5,5,4,3,1,0.6,48,3.9,0
"TCKT000690",20250917,0,15,6,5,2,6,1,,8,,0
"TCKT000691",20250901,20250901,5,4,1,4,3,3,1.31,4,3.1,0
"TCKT000692",20251025,0,19,6,1,3,2,1,,4,,0
"TCKT000693",20250415,20250417,11,7,7,2,3,1,37.68,8,4.6,1
"TCKT000694",20250924,20250928,17,4,5,2,3,1,95.12,8,4.7,1
"TCKT000695",20250710,20250712,6,5,5,1,3,2,38.66,24,1.5,1
"TCKT000696",20251119,20251119,20,4,1,2,3,1,14.4,12,2.7,1
"TCKT000697",20250511,20250511,14,1,2,4,3,3,2.39,48,5,0
"TCKT000698",20250623,20250623,19,6,4,1,1,2,15.69,4,1.3,1
"TCKT000699",20250928,20250929,16,7,6,3,3,3,1.56,12,4,0
"TCKT000700",20250715,20250716,10,2,6,1,3,2,13.91,2,1.9,1
"TCKT000701",20251028,20251030,17,4,3,4,1,2,32.94,8,1.9,1
"TCKT000702",20250206,0,15,6,5,2,5,1,,8,,0
"TCKT000703",20250122,20250122,9,7,2,4,1,2,4.47,24,4.4,0
"TCKT000704",20251108,20251110,8,2,3,4,1,3,37.64,72,3.1,0
"TCKT000705",20250624,20250624,10,2,5,4,1,3,1.21,2,2,0
"TCKT000706",20250922,20250923,9,7,7,4,1,1,6.95,24,3,0
"TCKT000707",20250429,20250430,4,3,3,1,1,3,4.6,4,3.9,1
"TCKT000708",20251003,20251003,10,2,5,4,1,1,0.62,2,2.1,0
