"DATE_KEY","FULL_DATE","YEAR","QUARTER","MONTH_NUMBER","MONTH_NAME","DAY_NUMBER","DAY_NAME"
20250223,23-FEB-25,2025,1,2,"February ",23,"Sunday   "
20250224,24-FEB-25,2025,1,2,"February ",24,"Monday   "
20250225,25-FEB-25,2025,1,2,"February ",25,"Tuesday  "
20250226,26-FEB-25,2025,1,2,"February ",26,"Wednesday"
20250227,27-FEB-25,2025,1,2,"February ",27,"Thursday "
20250228,28-FEB-25,2025,1,2,"February ",28,"Friday   "
20250301,01-MAR-25,2025,1,3,"March    ",1,"Saturday "
20250302,02-MAR-25,2025,1,3,"March    ",2,"Sunday   "
20250303,03-MAR-25,2025,1,3,"March    ",3,"Monday   "
20250304,04-MAR-25,2025,1,3,"March    ",4,"Tuesday  "
20250305,05-MAR-25,2025,1,3,"March    ",5,"Wednesday"
20250306,06-MAR-25,2025,1,3,"March    ",6,"Thursday "
20250307,07-MAR-25,2025,1,3,"March    ",7,"Friday   "
20250308,08-MAR-25,2025,1,3,"March    ",8,"Saturday "
20250309,09-MAR-25,2025,1,3,"March    ",9,"Sunday   "
20250310,10-MAR-25,2025,1,3,"March    ",10,"Monday   "
20250311,11-MAR-25,2025,1,3,"March    ",11,"Tuesday  "
20250312,12-MAR-25,2025,1,3,"March    ",12,"Wednesday"
20250313,13-MAR-25,2025,1,3,"March    ",13,"Thursday "
20250314,14-MAR-25,2025,1,3,"March    ",14,"Friday   "
20250315,15-MAR-25,2025,1,3,"March    ",15,"Saturday "
20250316,16-MAR-25,2025,1,3,"March    ",16,"Sunday   "
20250317,17-MAR-25,2025,1,3,"March    ",17,"Monday   "
20250318,18-MAR-25,2025,1,3,"March    ",18,"Tuesday  "
20250319,19-MAR-25,2025,1,3,"March    ",19,"Wednesday"
20250320,20-MAR-25,2025,1,3,"March    ",20,"Thursday "
20250321,21-MAR-25,2025,1,3,"March    ",21,"Friday   "
20250322,22-MAR-25,2025,1,3,"March    ",22,"Saturday "
20250323,23-MAR-25,2025,1,3,"March    ",23,"Sunday   "
20250324,24-MAR-25,2025,1,3,"March    ",24,"Monday   "
20250325,25-MAR-25,2025,1,3,"March    ",25,"Tuesday  "
20250326,26-MAR-25,2025,1,3,"March    ",26,"Wednesday"
20250327,27-MAR-25,2025,1,3,"March    ",27,"Thursday "
20250328,28-MAR-25,2025,1,3,"March    ",28,"Friday   "
20250329,29-MAR-25,2025,1,3,"March    ",29,"Saturday "
20250330,30-MAR-25,2025,1,3,"March    ",30,"Sunday   "
20250331,31-MAR-25,2025,1,3,"March    ",31,"Monday   "
20250401,01-APR-25,2025,2,4,"April    ",1,"Tuesday  "
20250402,02-APR-25,2025,2,4,"April    ",2,"Wednesday"
20250403,03-APR-25,2025,2,4,"April    ",3,"Thursday "
20250404,04-APR-25,2025,2,4,"April    ",4,"Friday   "
20250405,05-APR-25,2025,2,4,"April    ",5,"Saturday "
20250406,06-APR-25,2025,2,4,"April    ",6,"Sunday   "
20250407,07-APR-25,2025,2,4,"April    ",7,"Monday   "
20250408,08-APR-25,2025,2,4,"April    ",8,"Tuesday  "
20250409,09-APR-25,2025,2,4,"April    ",9,"Wednesday"
20250410,10-APR-25,2025,2,4,"April    ",10,"Thursday "
20250411,11-APR-25,2025,2,4,"April    ",11,"Friday   "
20250412,12-APR-25,2025,2,4,"April    ",12,"Saturday "
20250413,13-APR-25,2025,2,4,"April    ",13,"Sunday   "
20250414,14-APR-25,2025,2,4,"April    ",14,"Monday   "
20250415,15-APR-25,2025,2,4,"April    ",15,"Tuesday  "
20250416,16-APR-25,2025,2,4,"April    ",16,"Wednesday"
20250417,17-APR-25,2025,2,4,"April    ",17,"Thursday "
20250418,18-APR-25,2025,2,4,"April    ",18,"Friday   "
20250419,19-APR-25,2025,2,4,"April    ",19,"Saturday "
20250420,20-APR-25,2025,2,4,"April    ",20,"Sunday   "
20250421,21-APR-25,2025,2,4,"April    ",21,"Monday   "
20250422,22-APR-25,2025,2,4,"April    ",22,"Tuesday  "
20250423,23-APR-25,2025,2,4,"April    ",23,"Wednesday"
20250424,24-APR-25,2025,2,4,"April    ",24,"Thursday "
20250425,25-APR-25,2025,2,4,"April    ",25,"Friday   "
20250426,26-APR-25,2025,2,4,"April    ",26,"Saturday "
20250427,27-APR-25,2025,2,4,"April    ",27,"Sunday   "
20250428,28-APR-25,2025,2,4,"April    ",28,"Monday   "
20250429,29-APR-25,2025,2,4,"April    ",29,"Tuesday  "
20250430,30-APR-25,2025,2,4,"April    ",30,"Wednesday"
20250501,01-MAY-25,2025,2,5,"May      ",1,"Thursday "
20250502,02-MAY-25,2025,2,5,"May      ",2,"Friday   "
20250503,03-MAY-25,2025,2,5,"May      ",3,"Saturday "
20250504,04-MAY-25,2025,2,5,"May      ",4,"Sunday   "
20250505,05-MAY-25,2025,2,5,"May      ",5,"Monday   "
20250506,06-MAY-25,2025,2,5,"May      ",6,"Tuesday  "
20250507,07-MAY-25,2025,2,5,"May      ",7,"Wednesday"
20250508,08-MAY-25,2025,2,5,"May      ",8,"Thursday "
20250509,09-MAY-25,2025,2,5,"May      ",9,"Friday   "
20250510,10-MAY-25,2025,2,5,"May      ",10,"Saturday "
20250511,11-MAY-25,2025,2,5,"May      ",11,"Sunday   "
20250512,12-MAY-25,2025,2,5,"May      ",12,"Monday   "
20250513,13-MAY-25,2025,2,5,"May      ",13,"Tuesday  "
20250514,14-MAY-25,2025,2,5,"May      ",14,"Wednesday"
20250515,15-MAY-25,2025,2,5,"May      ",15,"Thursday "
20250516,16-MAY-25,2025,2,5,"May      ",16,"Friday   "
20250517,17-MAY-25,2025,2,5,"May      ",17,"Saturday "
20250518,18-MAY-25,2025,2,5,"May      ",18,"Sunday   "
20250519,19-MAY-25,2025,2,5,"May      ",19,"Monday   "
20250520,20-MAY-25,2025,2,5,"May      ",20,"Tuesday  "
20250521,21-MAY-25,2025,2,5,"May      ",21,"Wednesday"
20250522,22-MAY-25,2025,2,5,"May      ",22,"Thursday "
20250523,23-MAY-25,2025,2,5,"May      ",23,"Friday   "
20250524,24-MAY-25,2025,2,5,"May      ",24,"Saturday "
20250525,25-MAY-25,2025,2,5,"May      ",25,"Sunday   "
20250526,26-MAY-25,2025,2,5,"May      ",26,"Monday   "
20250527,27-MAY-25,2025,2,5,"May      ",27,"Tuesday  "
20250528,28-MAY-25,2025,2,5,"May      ",28,"Wednesday"
20250529,29-MAY-25,2025,2,5,"May      ",29,"Thursday "
20250530,30-MAY-25,2025,2,5,"May      ",30,"Friday   "
20250531,31-MAY-25,2025,2,5,"May      ",31,"Saturday "
20250601,01-JUN-25,2025,2,6,"June     ",1,"Sunday   "
20250602,02-JUN-25,2025,2,6,"June     ",2,"Monday   "
20250603,03-JUN-25,2025,2,6,"June     ",3,"Tuesday  "
20250604,04-JUN-25,2025,2,6,"June     ",4,"Wednesday"
20250605,05-JUN-25,2025,2,6,"June     ",5,"Thursday "
20250606,06-JUN-25,2025,2,6,"June     ",6,"Friday   "
20250607,07-JUN-25,2025,2,6,"June     ",7,"Saturday "
20250608,08-JUN-25,2025,2,6,"June     ",8,"Sunday   "
20250609,09-JUN-25,2025,2,6,"June     ",9,"Monday   "
20250610,10-JUN-25,2025,2,6,"June     ",10,"Tuesday  "
20250611,11-JUN-25,2025,2,6,"June     ",11,"Wednesday"
20250612,12-JUN-25,2025,2,6,"June     ",12,"Thursday "
20250613,13-JUN-25,2025,2,6,"June     ",13,"Friday   "
20250614,14-JUN-25,2025,2,6,"June     ",14,"Saturday "
20250615,15-JUN-25,2025,2,6,"June     ",15,"Sunday   "
20250616,16-JUN-25,2025,2,6,"June     ",16,"Monday   "
20250617,17-JUN-25,2025,2,6,"June     ",17,"Tuesday  "
20250618,18-JUN-25,2025,2,6,"June     ",18,"Wednesday"
20250619,19-JUN-25,2025,2,6,"June     ",19,"Thursday "
20250620,20-JUN-25,2025,2,6,"June     ",20,"Friday   "
20250621,21-JUN-25,2025,2,6,"June     ",21,"Saturday "
20250622,22-JUN-25,2025,2,6,"June     ",22,"Sunday   "
20250623,23-JUN-25,2025,2,6,"June     ",23,"Monday   "
20250624,24-JUN-25,2025,2,6,"June     ",24,"Tuesday  "
20250625,25-JUN-25,2025,2,6,"June     ",25,"Wednesday"
20250626,26-JUN-25,2025,2,6,"June     ",26,"Thursday "
20250627,27-JUN-25,2025,2,6,"June     ",27,"Friday   "
20250628,28-JUN-25,2025,2,6,"June     ",28,"Saturday "
20250629,29-JUN-25,2025,2,6,"June     ",29,"Sunday   "
20250630,30-JUN-25,2025,2,6,"June     ",30,"Monday   "
20250701,01-JUL-25,2025,3,7,"July     ",1,"Tuesday  "
20250702,02-JUL-25,2025,3,7,"July     ",2,"Wednesday"
20250703,03-JUL-25,2025,3,7,"July     ",3,"Thursday "
20250704,04-JUL-25,2025,3,7,"July     ",4,"Friday   "
20250705,05-JUL-25,2025,3,7,"July     ",5,"Saturday "
20250706,06-JUL-25,2025,3,7,"July     ",6,"Sunday   "
20250707,07-JUL-25,2025,3,7,"July     ",7,"Monday   "
20250708,08-JUL-25,2025,3,7,"July     ",8,"Tuesday  "
20250709,09-JUL-25,2025,3,7,"July     ",9,"Wednesday"
20250710,10-JUL-25,2025,3,7,"July     ",10,"Thursday "
20250711,11-JUL-25,2025,3,7,"July     ",11,"Friday   "
20250712,12-JUL-25,2025,3,7,"July     ",12,"Saturday "
20250713,13-JUL-25,2025,3,7,"July     ",13,"Sunday   "
20250714,14-JUL-25,2025,3,7,"July     ",14,"Monday   "
20250715,15-JUL-25,2025,3,7,"July     ",15,"Tuesday  "
20250716,16-JUL-25,2025,3,7,"July     ",16,"Wednesday"
20250717,17-JUL-25,2025,3,7,"July     ",17,"Thursday "
20250718,18-JUL-25,2025,3,7,"July     ",18,"Friday   "
20250719,19-JUL-25,2025,3,7,"July     ",19,"Saturday "
20250720,20-JUL-25,2025,3,7,"July     ",20,"Sunday   "
20250721,21-JUL-25,2025,3,7,"July     ",21,"Monday   "
20250722,22-JUL-25,2025,3,7,"July     ",22,"Tuesday  "
20250723,23-JUL-25,2025,3,7,"July     ",23,"Wednesday"
20250724,24-JUL-25,2025,3,7,"July     ",24,"Thursday "
20250725,25-JUL-25,2025,3,7,"July     ",25,"Friday   "
20250726,26-JUL-25,2025,3,7,"July     ",26,"Saturday "
20250727,27-JUL-25,2025,3,7,"July     ",27,"Sunday   "
20250728,28-JUL-25,2025,3,7,"July     ",28,"Monday   "
20250729,29-JUL-25,2025,3,7,"July     ",29,"Tuesday  "
20250730,30-JUL-25,2025,3,7,"July     ",30,"Wednesday"
20250731,31-JUL-25,2025,3,7,"July     ",31,"Thursday "
20250801,01-AUG-25,2025,3,8,"August   ",1,"Friday   "
20250802,02-AUG-25,2025,3,8,"August   ",2,"Saturday "
20250803,03-AUG-25,2025,3,8,"August   ",3,"Sunday   "
20250804,04-AUG-25,2025,3,8,"August   ",4,"Monday   "
20250805,05-AUG-25,2025,3,8,"August   ",5,"Tuesday  "
20250806,06-AUG-25,2025,3,8,"August   ",6,"Wednesday"
20250807,07-AUG-25,2025,3,8,"August   ",7,"Thursday "
20250808,08-AUG-25,2025,3,8,"August   ",8,"Friday   "
20250809,09-AUG-25,2025,3,8,"August   ",9,"Saturday "
20250810,10-AUG-25,2025,3,8,"August   ",10,"Sunday   "
20250811,11-AUG-25,2025,3,8,"August   ",11,"Monday   "
20250812,12-AUG-25,2025,3,8,"August   ",12,"Tuesday  "
20250813,13-AUG-25,2025,3,8,"August   ",13,"Wednesday"
20250814,14-AUG-25,2025,3,8,"August   ",14,"Thursday "
20250815,15-AUG-25,2025,3,8,"August   ",15,"Friday   "
20250816,16-AUG-25,2025,3,8,"August   ",16,"Saturday "
20250817,17-AUG-25,2025,3,8,"August   ",17,"Sunday   "
20250818,18-AUG-25,2025,3,8,"August   ",18,"Monday   "
20250819,19-AUG-25,2025,3,8,"August   ",19,"Tuesday  "
20250820,20-AUG-25,2025,3,8,"August   ",20,"Wednesday"
20250821,21-AUG-25,2025,3,8,"August   ",21,"Thursday "
20250822,22-AUG-25,2025,3,8,"August   ",22,"Friday   "
20250823,23-AUG-25,2025,3,8,"August   ",23,"Saturday "
20250824,24-AUG-25,2025,3,8,"August   ",24,"Sunday   "
20250825,25-AUG-25,2025,3,8,"August   ",25,"Monday   "
20250826,26-AUG-25,2025,3,8,"August   ",26,"Tuesday  "
20250827,27-AUG-25,2025,3,8,"August   ",27,"Wednesday"
20250828,28-AUG-25,2025,3,8,"August   ",28,"Thursday "
20250829,29-AUG-25,2025,3,8,"August   ",29,"Friday   "
20250830,30-AUG-25,2025,3,8,"August   ",30,"Saturday "
20250831,31-AUG-25,2025,3,8,"August   ",31,"Sunday   "
20250901,01-SEP-25,2025,3,9,"September",1,"Monday   "
20250902,02-SEP-25,2025,3,9,"September",2,"Tuesday  "
20250903,03-SEP-25,2025,3,9,"September",3,"Wednesday"
20250904,04-SEP-25,2025,3,9,"September",4,"Thursday "
20250905,05-SEP-25,2025,3,9,"September",5,"Friday   "
20250906,06-SEP-25,2025,3,9,"September",6,"Saturday "
20250907,07-SEP-25,2025,3,9,"September",7,"Sunday   "
20250908,08-SEP-25,2025,3,9,"September",8,"Monday   "
20250909,09-SEP-25,2025,3,9,"September",9,"Tuesday  "
20250910,10-SEP-25,2025,3,9,"September",10,"Wednesday"
20250911,11-SEP-25,2025,3,9,"September",11,"Thursday "
20250912,12-SEP-25,2025,3,9,"September",12,"Friday   "
20250913,13-SEP-25,2025,3,9,"September",13,"Saturday "
20250914,14-SEP-25,2025,3,9,"September",14,"Sunday   "
20250915,15-SEP-25,2025,3,9,"September",15,"Monday   "
20250916,16-SEP-25,2025,3,9,"September",16,"Tuesday  "
20250917,17-SEP-25,2025,3,9,"September",17,"Wednesday"
20250918,18-SEP-25,2025,3,9,"September",18,"Thursday "
20250919,19-SEP-25,2025,3,9,"September",19,"Friday   "
20250920,20-SEP-25,2025,3,9,"September",20,"Saturday "
20250921,21-SEP-25,2025,3,9,"September",21,"Sunday   "
20250922,22-SEP-25,2025,3,9,"September",22,"Monday   "
20250923,23-SEP-25,2025,3,9,"September",23,"Tuesday  "
20250924,24-SEP-25,2025,3,9,"September",24,"Wednesday"
20250925,25-SEP-25,2025,3,9,"September",25,"Thursday "
20250926,26-SEP-25,2025,3,9,"September",26,"Friday   "
20250927,27-SEP-25,2025,3,9,"September",27,"Saturday "
20250928,28-SEP-25,2025,3,9,"September",28,"Sunday   "
20250929,29-SEP-25,2025,3,9,"September",29,"Monday   "
20250930,30-SEP-25,2025,3,9,"September",30,"Tuesday  "
20251001,01-OCT-25,2025,4,10,"October  ",1,"Wednesday"
20251002,02-OCT-25,2025,4,10,"October  ",2,"Thursday "
20251003,03-OCT-25,2025,4,10,"October  ",3,"Friday   "
20251004,04-OCT-25,2025,4,10,"October  ",4,"Saturday "
20251005,05-OCT-25,2025,4,10,"October  ",5,"Sunday   "
20251006,06-OCT-25,2025,4,10,"October  ",6,"Monday   "
20251007,07-OCT-25,2025,4,10,"October  ",7,"Tuesday  "
20251008,08-OCT-25,2025,4,10,"October  ",8,"Wednesday"
20251009,09-OCT-25,2025,4,10,"October  ",9,"Thursday "
20251010,10-OCT-25,2025,4,10,"October  ",10,"Friday   "
20251011,11-OCT-25,2025,4,10,"October  ",11,"Saturday "
20251012,12-OCT-25,2025,4,10,"October  ",12,"Sunday   "
20251013,13-OCT-25,2025,4,10,"October  ",13,"Monday   "
20251014,14-OCT-25,2025,4,10,"October  ",14,"Tuesday  "
20251015,15-OCT-25,2025,4,10,"October  ",15,"Wednesday"
20251016,16-OCT-25,2025,4,10,"October  ",16,"Thursday "
20251017,17-OCT-25,2025,4,10,"October  ",17,"Friday   "
20251018,18-OCT-25,2025,4,10,"October  ",18,"Saturday "
20251019,19-OCT-25,2025,4,10,"October  ",19,"Sunday   "
20251020,20-OCT-25,2025,4,10,"October  ",20,"Monday   "
20251021,21-OCT-25,2025,4,10,"October  ",21,"Tuesday  "
20251022,22-OCT-25,2025,4,10,"October  ",22,"Wednesday"
20251023,23-OCT-25,2025,4,10,"October  ",23,"Thursday "
20251024,24-OCT-25,2025,4,10,"October  ",24,"Friday   "
20251025,25-OCT-25,2025,4,10,"October  ",25,"Saturday "
20251026,26-OCT-25,2025,4,10,"October  ",26,"Sunday   "
20251027,27-OCT-25,2025,4,10,"October  ",27,"Monday   "
20251028,28-OCT-25,2025,4,10,"October  ",28,"Tuesday  "
20251029,29-OCT-25,2025,4,10,"October  ",29,"Wednesday"
20251030,30-OCT-25,2025,4,10,"October  ",30,"Thursday "
20251031,31-OCT-25,2025,4,10,"October  ",31,"Friday   "
20251101,01-NOV-25,2025,4,11,"November ",1,"Saturday "
20251102,02-NOV-25,2025,4,11,"November ",2,"Sunday   "
20251103,03-NOV-25,2025,4,11,"November ",3,"Monday   "
20251104,04-NOV-25,2025,4,11,"November ",4,"Tuesday  "
20251105,05-NOV-25,2025,4,11,"November ",5,"Wednesday"
20251106,06-NOV-25,2025,4,11,"November ",6,"Thursday "
20251107,07-NOV-25,2025,4,11,"November ",7,"Friday   "
20251108,08-NOV-25,2025,4,11,"November ",8,"Saturday "
20251109,09-NOV-25,2025,4,11,"November ",9,"Sunday   "
20251110,10-NOV-25,2025,4,11,"November ",10,"Monday   "
20251111,11-NOV-25,2025,4,11,"November ",11,"Tuesday  "
20251112,12-NOV-25,2025,4,11,"November ",12,"Wednesday"
20251113,13-NOV-25,2025,4,11,"November ",13,"Thursday "
20251114,14-NOV-25,2025,4,11,"November ",14,"Friday   "
20251115,15-NOV-25,2025,4,11,"November ",15,"Saturday "
20251116,16-NOV-25,2025,4,11,"November ",16,"Sunday   "
20251117,17-NOV-25,2025,4,11,"November ",17,"Monday   "
20251118,18-NOV-25,2025,4,11,"November ",18,"Tuesday  "
20251119,19-NOV-25,2025,4,11,"November ",19,"Wednesday"
20251120,20-NOV-25,2025,4,11,"November ",20,"Thursday "
20251121,21-NOV-25,2025,4,11,"November ",21,"Friday   "
20251122,22-NOV-25,2025,4,11,"November ",22,"Saturday "
20251123,23-NOV-25,2025,4,11,"November ",23,"Sunday   "
20251124,24-NOV-25,2025,4,11,"November ",24,"Monday   "
20251125,25-NOV-25,2025,4,11,"November ",25,"Tuesday  "
20251126,26-NOV-25,2025,4,11,"November ",26,"Wednesday"
20251127,27-NOV-25,2025,4,11,"November ",27,"Thursday "
20251128,28-NOV-25,2025,4,11,"November ",28,"Friday   "
20251129,29-NOV-25,2025,4,11,"November ",29,"Saturday "
20251130,30-NOV-25,2025,4,11,"November ",30,"Sunday   "
20251201,01-DEC-25,2025,4,12,"December ",1,"Monday   "
20251202,02-DEC-25,2025,4,12,"December ",2,"Tuesday  "
20251203,03-DEC-25,2025,4,12,"December ",3,"Wednesday"
20251204,04-DEC-25,2025,4,12,"December ",4,"Thursday "
20251205,05-DEC-25,2025,4,12,"December ",5,"Friday   "
20251206,06-DEC-25,2025,4,12,"December ",6,"Saturday "
20251207,07-DEC-25,2025,4,12,"December ",7,"Sunday   "
20251208,08-DEC-25,2025,4,12,"December ",8,"Monday   "
20251209,09-DEC-25,2025,4,12,"December ",9,"Tuesday  "
20251210,10-DEC-25,2025,4,12,"December ",10,"Wednesday"
20251211,11-DEC-25,2025,4,12,"December ",11,"Thursday "
20251212,12-DEC-25,2025,4,12,"December ",12,"Friday   "
20251213,13-DEC-25,2025,4,12,"December ",13,"Saturday "
20251214,14-DEC-25,2025,4,12,"December ",14,"Sunday   "
20251215,15-DEC-25,2025,4,12,"December ",15,"Monday   "
20251216,16-DEC-25,2025,4,12,"December ",16,"Tuesday  "
20251217,17-DEC-25,2025,4,12,"December ",17,"Wednesday"
20251218,18-DEC-25,2025,4,12,"December ",18,"Thursday "
20251219,19-DEC-25,2025,4,12,"December ",19,"Friday   "
20251220,20-DEC-25,2025,4,12,"December ",20,"Saturday "
20251221,21-DEC-25,2025,4,12,"December ",21,"Sunday   "
20251222,22-DEC-25,2025,4,12,"December ",22,"Monday   "
20251223,23-DEC-25,2025,4,12,"December ",23,"Tuesday  "
20251224,24-DEC-25,2025,4,12,"December ",24,"Wednesday"
20251225,25-DEC-25,2025,4,12,"December ",25,"Thursday "
20251226,26-DEC-25,2025,4,12,"December ",26,"Friday   "
20251227,27-DEC-25,2025,4,12,"December ",27,"Saturday "
20251228,28-DEC-25,2025,4,12,"December ",28,"Sunday   "
20251229,29-DEC-25,2025,4,12,"December ",29,"Monday   "
20251230,30-DEC-25,2025,4,12,"December ",30,"Tuesday  "
20251231,31-DEC-25,2025,4,12,"December ",31,"Wednesday"
20260101,01-JAN-26,2026,1,1,"January  ",1,"Thursday "
20260102,02-JAN-26,2026,1,1,"January  ",2,"Friday   "
20260103,03-JAN-26,2026,1,1,"January  ",3,"Saturday "
20260104,04-JAN-26,2026,1,1,"January  ",4,"Sunday   "
20260105,05-JAN-26,2026,1,1,"January  ",5,"Monday   "
20260106,06-JAN-26,2026,1,1,"January  ",6,"Tuesday  "
20260107,07-JAN-26,2026,1,1,"January  ",7,"Wednesday"
20260108,08-JAN-26,2026,1,1,"January  ",8,"Thursday "
20260109,09-JAN-26,2026,1,1,"January  ",9,"Friday   "
20260110,10-JAN-26,2026,1,1,"January  ",10,"Saturday "
20260111,11-JAN-26,2026,1,1,"January  ",11,"Sunday   "
20260112,12-JAN-26,2026,1,1,"January  ",12,"Monday   "
20260113,13-JAN-26,2026,1,1,"January  ",13,"Tuesday  "
20260114,14-JAN-26,2026,1,1,"January  ",14,"Wednesday"
20260115,15-JAN-26,2026,1,1,"January  ",15,"Thursday "
20260116,16-JAN-26,2026,1,1,"January  ",16,"Friday   "
20260117,17-JAN-26,2026,1,1,"January  ",17,"Saturday "
20260118,18-JAN-26,2026,1,1,"January  ",18,"Sunday   "
20260119,19-JAN-26,2026,1,1,"January  ",19,"Monday   "
20260120,20-JAN-26,2026,1,1,"January  ",20,"Tuesday  "
20260121,21-JAN-26,2026,1,1,"January  ",21,"Wednesday"
20260122,22-JAN-26,2026,1,1,"January  ",22,"Thursday "
20260123,23-JAN-26,2026,1,1,"January  ",23,"Friday   "
20260124,24-JAN-26,2026,1,1,"January  ",24,"Saturday "
20260125,25-JAN-26,2026,1,1,"January  ",25,"Sunday   "
20260126,26-JAN-26,2026,1,1,"January  ",26,"Monday   "
20260127,27-JAN-26,2026,1,1,"January  ",27,"Tuesday  "
20260128,28-JAN-26,2026,1,1,"January  ",28,"Wednesday"
20260129,29-JAN-26,2026,1,1,"January  ",29,"Thursday "
20260130,30-JAN-26,2026,1,1,"January  ",30,"Friday   "
20260131,31-JAN-26,2026,1,1,"January  ",31,"Saturday "
20260201,01-FEB-26,2026,1,2,"February ",1,"Sunday   "
20260202,02-FEB-26,2026,1,2,"February ",2,"Monday   "
20260203,03-FEB-26,2026,1,2,"February ",3,"Tuesday  "
20260204,04-FEB-26,2026,1,2,"February ",4,"Wednesday"
20260205,05-FEB-26,2026,1,2,"February ",5,"Thursday "
20260206,06-FEB-26,2026,1,2,"February ",6,"Friday   "
20260207,07-FEB-26,2026,1,2,"February ",7,"Saturday "
20260208,08-FEB-26,2026,1,2,"February ",8,"Sunday   "
20260209,09-FEB-26,2026,1,2,"February ",9,"Monday   "
20260210,10-FEB-26,2026,1,2,"February ",10,"Tuesday  "
20260211,11-FEB-26,2026,1,2,"February ",11,"Wednesday"
20260212,12-FEB-26,2026,1,2,"February ",12,"Thursday "
20260213,13-FEB-26,2026,1,2,"February ",13,"Friday   "
20260214,14-FEB-26,2026,1,2,"February ",14,"Saturday "
20260215,15-FEB-26,2026,1,2,"February ",15,"Sunday   "
20260216,16-FEB-26,2026,1,2,"February ",16,"Monday   "
20260217,17-FEB-26,2026,1,2,"February ",17,"Tuesday  "
20260218,18-FEB-26,2026,1,2,"February ",18,"Wednesday"
20260219,19-FEB-26,2026,1,2,"February ",19,"Thursday "
20260220,20-FEB-26,2026,1,2,"February ",20,"Friday   "
20260221,21-FEB-26,2026,1,2,"February ",21,"Saturday "
20260222,22-FEB-26,2026,1,2,"February ",22,"Sunday   "
20260223,23-FEB-26,2026,1,2,"February ",23,"Monday   "
20260224,24-FEB-26,2026,1,2,"February ",24,"Tuesday  "
20260225,25-FEB-26,2026,1,2,"February ",25,"Wednesday"
20260226,26-FEB-26,2026,1,2,"February ",26,"Thursday "
20260227,27-FEB-26,2026,1,2,"February ",27,"Friday   "
20260228,28-FEB-26,2026,1,2,"February ",28,"Saturday "
20260301,01-MAR-26,2026,1,3,"March    ",1,"Sunday   "
20260302,02-MAR-26,2026,1,3,"March    ",2,"Monday   "
20260303,03-MAR-26,2026,1,3,"March    ",3,"Tuesday  "
20260304,04-MAR-26,2026,1,3,"March    ",4,"Wednesday"
20260305,05-MAR-26,2026,1,3,"March    ",5,"Thursday "
20260306,06-MAR-26,2026,1,3,"March    ",6,"Friday   "
20260307,07-MAR-26,2026,1,3,"March    ",7,"Saturday "
20260308,08-MAR-26,2026,1,3,"March    ",8,"Sunday   "
20260309,09-MAR-26,2026,1,3,"March    ",9,"Monday   "
20260310,10-MAR-26,2026,1,3,"March    ",10,"Tuesday  "
20260311,11-MAR-26,2026,1,3,"March    ",11,"Wednesday"
20260312,12-MAR-26,2026,1,3,"March    ",12,"Thursday "
20260313,13-MAR-26,2026,1,3,"March    ",13,"Friday   "
20260314,14-MAR-26,2026,1,3,"March    ",14,"Saturday "
20260315,15-MAR-26,2026,1,3,"March    ",15,"Sunday   "
20260316,16-MAR-26,2026,1,3,"March    ",16,"Monday   "
20260317,17-MAR-26,2026,1,3,"March    ",17,"Tuesday  "
20260318,18-MAR-26,2026,1,3,"March    ",18,"Wednesday"
20260319,19-MAR-26,2026,1,3,"March    ",19,"Thursday "
20260320,20-MAR-26,2026,1,3,"March    ",20,"Friday   "
20260321,21-MAR-26,2026,1,3,"March    ",21,"Saturday "
20260322,22-MAR-26,2026,1,3,"March    ",22,"Sunday   "
20260323,23-MAR-26,2026,1,3,"March    ",23,"Monday   "
20260324,24-MAR-26,2026,1,3,"March    ",24,"Tuesday  "
20260325,25-MAR-26,2026,1,3,"March    ",25,"Wednesday"
20260326,26-MAR-26,2026,1,3,"March    ",26,"Thursday "
20260327,27-MAR-26,2026,1,3,"March    ",27,"Friday   "
20260328,28-MAR-26,2026,1,3,"March    ",28,"Saturday "
20260329,29-MAR-26,2026,1,3,"March    ",29,"Sunday   "
20260330,30-MAR-26,2026,1,3,"March    ",30,"Monday   "
20260331,31-MAR-26,2026,1,3,"March    ",31,"Tuesday  "
20260401,01-APR-26,2026,2,4,"April    ",1,"Wednesday"
20260402,02-APR-26,2026,2,4,"April    ",2,"Thursday "
20260403,03-APR-26,2026,2,4,"April    ",3,"Friday   "
20260404,04-APR-26,2026,2,4,"April    ",4,"Saturday "
20260405,05-APR-26,2026,2,4,"April    ",5,"Sunday   "
20260406,06-APR-26,2026,2,4,"April    ",6,"Monday   "
20260407,07-APR-26,2026,2,4,"April    ",7,"Tuesday  "
20260408,08-APR-26,2026,2,4,"April    ",8,"Wednesday"
20260409,09-APR-26,2026,2,4,"April    ",9,"Thursday "
20260410,10-APR-26,2026,2,4,"April    ",10,"Friday   "
20260411,11-APR-26,2026,2,4,"April    ",11,"Saturday "
20260412,12-APR-26,2026,2,4,"April    ",12,"Sunday   "
20260413,13-APR-26,2026,2,4,"April    ",13,"Monday   "
20260414,14-APR-26,2026,2,4,"April    ",14,"Tuesday  "
20260415,15-APR-26,2026,2,4,"April    ",15,"Wednesday"
20260416,16-APR-26,2026,2,4,"April    ",16,"Thursday "
20260417,17-APR-26,2026,2,4,"April    ",17,"Friday   "
20260418,18-APR-26,2026,2,4,"April    ",18,"Saturday "
20260419,19-APR-26,2026,2,4,"April    ",19,"Sunday   "
